"world_rank","university_name","national_rank","total_score","alumni","award","hici","ns","pub","pcp","year","lon","lat"
"201-300","Korea Advanced Institute of Science and Technology","2-3",NA,0,0,0,11.4,41.8,28.8,2006,127.3640249,36.3693921
"201-300","Lancaster University","23-33",NA,0,0,17.2,11.3,26.6,24.4,2006,-2.7850105,54.0101034
"201-300","Laval University","9-16",NA,0,0,15.4,11.4,38.4,19.6,2006,-71.2747424,46.7817463
"201-300","London School of Economics and Political Science","23-33",NA,19.1,0,15.4,NA,25.8,28.6,2006,-0.1173766,51.5144077
"201-300","London School of Hygiene and Tropical Medicine","23-33",NA,10.5,0,0,12.8,27.8,41.6,2006,-0.1302803,51.5209007
"201-300","Louisiana State University - Baton Rouge","88-118",NA,0,0,15.4,11.7,39.1,16,2006,-91.1800023,30.4132579
"201-300","Macquarie University","7-9",NA,0,0,13.3,15.4,25.1,21.9,2006,151.1185824,-33.7775092
"201-300","Medical University of Vienna","2-3",NA,13.5,15.5,7.7,2.7,31.2,16.9,2006,16.351571,48.219673
"201-300","Monash University","7-9",NA,0,0,7.7,15.3,44.2,19.2,2006,145.1340508,-38.1532011
"201-300","Mount Sinai School of Medicine","88-118",NA,0,0,18.8,18,33.4,19.3,2006,-73.9534,40.789756
"201-300","Norwegian University of Science and Technology","2",NA,18.2,0,0,16,31.6,17.2,2006,10.402077,63.419499
"201-300","Paul Sabatier University (Toulouse 3)","7-12",NA,0,6.3,0,15.5,34.3,17.4,2006,1.4688585,43.5603781
"201-300","Peking University","2-5",NA,0,0,0,13,55.3,16.7,2006,116.3065393,39.9939231
"201-300","Queen Mary, U. of London","23-33",NA,23.4,0,15.4,10.8,29.4,22.9,2006,-0.0403745,51.5240671
"201-300","Queen's University Belfast","23-33",NA,22.6,0,0,11.9,33.9,22.8,2006,-5.9340494,54.5844087
"201-300","Radboud University Nijmegen","8-9",NA,0,0,7.7,19.9,40.3,20.5,2006,5.8372264,51.8125626
"201-300","Rensselaer Polytechnic Institute","88-118",NA,16,0,18.8,13,27.6,25.5,2006,-73.6788026,42.730172
"201-300","Royal Institute of Technology","5-9",NA,0,15.5,0,9.8,36.7,17.5,2006,18.0706645,59.3498065
"201-300","RWTH Aachen University","16-22",NA,6.1,0,7.7,6.4,38.8,18.4,2006,6.0656869,50.7800778
"201-300","Shanghai Jiao Tong University","2-5",NA,0,0,0,8,51.1,17.5,2006,121.4337784,31.0252201
"201-300","State University of New York at Albany","88-118",NA,0,0,21.8,6.2,28.7,19.6,2006,-73.8255313,42.6858364
"201-300","State University of New York at Buffalo","88-118",NA,0,0,15.4,10.2,39.9,16.5,2006,-78.7889697,43.0008093
"201-300","Swedish University of Agricultural Sciences","5-9",NA,0,0,10.9,16.7,30.2,14.7,2006,17.6628688,59.814947
"201-300","Syracuse University","88-118",NA,0,0,17.2,14.3,27.2,16,2006,-76.1351158,43.0391534
"201-300","Technical University of Berlin","16-22",NA,22.6,0,13.3,8.5,29.3,16.8,2006,13.3269446,52.5125322
"201-300","The Chinese University of Hong Kong","2-3",NA,0,0,15.4,5,43.6,22.3,2006,114.2109318,22.4162632
"201-300","The George Washington University","88-118",NA,14.8,0,10.9,13.7,33.4,18.2,2006,-77.0485992,38.8997145
"201-300","The Hong Kong University of Science and Technology","2-3",NA,0,0,17.2,7.4,34.3,24.5,2006,114.2654655,22.3363998
"201-300","The University of Adelaide","7-9",NA,19.1,0,10.9,10.8,36.3,24.9,2006,138.6062277,-34.920603
"201-300","The University of Auckland","1-2",NA,17.1,0,10.9,14,35.9,18.2,2006,174.7691073,-36.8523378
"201-300","The University of Dundee","23-33",NA,0,0,13.3,15.4,27.5,25.8,2006,-2.9821428,56.4582447
"201-300","The University of New Mexico - Albuquerque","88-118",NA,0,0,10.9,18.9,36.3,19,2006,-106.6197812,35.0843187
"201-300","The University of Reading","23-33",NA,0,0,13.3,18.9,31.4,27.7,2006,-0.9418157,51.4414205
"201-300","The University of Texas Health Science Center at San Antonio","88-118",NA,0,0,20.4,8.3,29.4,16.7,2006,-98.5756525,29.5078202
"201-300","The University of Texas Medical Branch at Galveston","88-118",NA,0,0,18.8,7.8,30.6,16.8,2006,-94.7775825,29.3112504
"201-300","Thomas Jefferson University","88-118",NA,0,0,15.4,13.9,29.1,16.3,2006,-75.155896,39.948555
"201-300","Trinity College Dublin","1",NA,14.8,14.1,7.7,11,28.5,16.5,2006,-6.2576899,53.3454782
"201-300","Umea University","5-9",NA,0,0,15.4,14.8,32.3,13.8,2006,20.3116101,63.8215945
"201-300","University of Aberdeen","23-33",NA,0,0,13.3,17.4,34.3,27.4,2006,-82.4317193,28.0653457
"201-300","University of Alaska - Fairbanks","88-118",NA,0,0,15.4,15.9,21.4,23.5,2006,-147.8364611,64.8575556
"201-300","University of Antwerp","5-6",NA,0,0,13.3,12.6,32.9,25,2006,4.4102318,51.2228097
"201-300","University of Bath","23-33",NA,0,0,10.9,18.3,26.5,25.7,2006,-2.3272635,51.3781162
"201-300","University of Bochum","16-22",NA,0,0,10.9,15.2,38.2,19.4,2006,7.2616093,51.4456659
"201-300","University of Bologna","7",NA,0,0,13.3,10.3,47.8,15.7,2006,-97.379464,32.7170887
"201-300","University of Cape Town","1",NA,24.2,0,10.9,12.5,30.4,17.6,2006,18.415091,-33.925967
"201-300","University of Colorado Health Science Center","88-118",NA,0,0,17.2,18,34.7,19.5,2006,-104.8379734,39.7450857
"201-300","University of Erlangen-Nuremberg","16-22",NA,0,0,15.4,9.7,41.3,20.6,2006,11.0045507,49.5978804
"201-300","University of Gothenburg","5-9",NA,0,15.5,0,16.9,40.4,13.9,2006,11.9853213,57.6954209
"201-300","University of Guelph","9-16",NA,0,0,15.4,12.4,34.3,18,2006,-80.2245283,43.5331548
"201-300","University of Halle-Wittenberg","16-22",NA,6.1,8.9,7.7,8.4,29.6,15.1,2006,11.9695316,51.4861319
"201-300","University of Houston","88-118",NA,0,0,21.8,8.8,34.8,17.2,2006,-95.3422334,29.7199489
"201-300","University of Innsbruck","2-3",NA,0,10.9,7.7,19.7,26.9,16.4,2006,-81.2365003,28.5527426
"201-300","University of Kansas - Lawrence","88-118",NA,14.8,0,7.7,16.3,34,15.3,2006,-95.2557961,38.9543439
"201-300","University of Karlsruhe","16-22",NA,6.1,0,10.9,12.2,32.2,16.6,2006,8.4170303,49.0119199
"201-300","University of Kentucky","88-118",NA,13.5,0,7.7,11.4,44.1,18.1,2006,-84.5039697,38.0306511
"201-300","University of Lausanne","7",NA,0,0,13.3,19.9,27,19.5,2006,6.6528621,46.5287859
"201-300","University of Liege","5-6",NA,10.5,0,10.9,11,30.6,24.4,2006,5.559064,50.5830803
"201-300","University of Manitoba","9-16",NA,0,0,17.2,7.2,34.8,18,2006,-97.1366259,49.8075008
"201-300","University of Marburg","16-22",NA,17.1,0,15.4,11.3,33.5,18.4,2006,8.7741641,50.8106859
"201-300","University of Massachusetts Medical School - Worcester","88-118",NA,0,0,15.4,23.3,28.1,18.1,2006,-71.7610714,42.2772479
"201-300","University of Medicine and Dentistry New Jersey","88-118",NA,0,0,21.8,10.9,32.7,18.6,2006,-74.1907274,40.74353
"201-300","University of Missouri - Columbia","88-118",NA,12.1,0,7.7,14.9,41.7,14.8,2006,-92.3277375,38.9403808
"201-300","University of Montpellier 2","7-12",NA,13.5,0,13.3,16.6,33.1,18.5,2006,3.861592,43.631507
"201-300","University of Notre Dame","88-118",NA,16,0,10.9,17.3,33,19.5,2006,-86.2377772,41.6973401
"201-300","University of Oregon","88-118",NA,13.5,0,10.9,22.1,28.2,18.2,2006,-123.0726055,44.0448302
"201-300","University of Otago","1-2",NA,0,0,10.9,11.1,33.8,24.5,2006,170.513132,-45.863208
"201-300","University of Ottawa","9-16",NA,0,0,7.7,11.9,38.3,18.6,2006,-75.6828,45.4248599
"201-300","University of Paris Descartes (Paris 5)","7-12",NA,15.4,12,7.7,12.4,30.2,17,2006,2.340761,48.851251
"201-300","University of Saskatchewan","9-16",NA,12.1,0,17.2,5.7,33.3,17.7,2006,-106.6313582,52.1334003
"201-300","University of Science and Technology of China","2-5",NA,0,0,0,10.8,44.2,22.8,2006,117.26217,31.838698
"201-300","University of South Carolina - Columbia","88-118",NA,0,0,15.4,13.7,35.1,17,2006,-81.0274276,33.996112
"201-300","University of South Florida","88-118",NA,0,0,15.4,8.5,37,13.9,2006,-82.4138539,28.0587031
"201-300","University of Southern Denmark","4",NA,0,0,15.4,14.6,29,16.4,2006,10.4280674,55.3706746
"201-300","University of the Mediterranean (Aix-Marseille 2)","7-12",NA,0,0,15.4,16.2,26.3,15.7,2006,5.4405491,43.5191731
"201-300","University of Turku","2",NA,0,0,10.9,11.5,34.1,17.1,2006,22.2851138,60.4562974
"201-300","University of Vermont","88-118",NA,17.1,0,15.4,9.4,28.3,20.2,2006,-73.1964637,44.4778528
"201-300","University of Warwick","23-33",NA,0,0,10.9,13.3,34.6,22.1,2006,-1.563191,52.379411
"201-300","University of Waterloo","9-16",NA,0,0,18.8,11.3,39.5,20.6,2006,-80.541671,43.473289
"201-300","University of York","23-33",NA,0,0,10.9,14.8,34,26.9,2006,-104.9603049,39.6818471
"201-300","Wake Forest University","88-118",NA,0,0,10.9,10.8,34.4,24.1,2006,-76.9359658,38.97546
"201-300","Washington State University - Pullman","88-118",NA,0,0,21.8,15.6,33.3,17.2,2006,-117.1542121,46.7319225
"201-300","Wayne State University","88-118",NA,0,0,7.7,10.5,41.4,19.8,2006,-83.0665462,42.3591388
"201-300","Western University","9-16",NA,0,0,7.7,16,42.9,21.2,2006,-81.2737336,43.0095971
"201-300","Yonsei University","2-3",NA,0,0,7.7,8.7,46.4,16,2006,126.938572,37.565784
"201-300","Zhejiang University","2-5",NA,0,0,0,5.5,56.7,16.2,2006,120.1689207,30.2929634
"301-400","Aristotle University of Thessaloniki","1-2",NA,0,0,7.7,1.2,36.2,16.9,2006,22.9592224,40.6308283
"301-400","Auburn University","119-140",NA,0,0,7.7,5.4,30.8,12.6,2006,-85.4951663,32.5933574
"301-400","Bar-Ilan University","5-6",NA,0,0,10.9,8,27,13.8,2006,34.8430876,32.0691989
"301-400","Ben-Gurion University of the Negev","5-6",NA,0,0,0,11.5,37,17.7,2006,34.801461,31.262218
"301-400","Brigham Young University","119-140",NA,12.1,0,10.9,3.3,26.4,10,2006,-111.6493156,40.2518435
"301-400","Carleton University","17-19",NA,0,0,13.3,4.9,26.6,13.8,2006,-75.698312,45.3830819
"301-400","Chiba University","13-20",NA,0,0,0,8.5,35.9,17.8,2006,140.1024122,35.6262467
"301-400","City University of Hong Kong","4-5",NA,0,0,7.7,8.5,37.4,19.7,2006,114.1720025,22.3374868
"301-400","Clemson University","119-140",NA,0,0,13.3,7.4,27.1,13.3,2006,-82.8391551,34.680476
"301-400","Technical University Darmstadt","23-36",NA,10.5,0,7.7,7.3,27.7,13.9,2006,8.6568726,49.8751004
"301-400","Dresden University of Technology","23-36",NA,0,0,7.7,6.1,35.4,16.7,2006,13.7289964,51.0292734
"301-400","Ecole National Superieure Mines - Paris","13-17",NA,18.2,25.3,0,0,10.2,13.7,2006,2.339632,48.845585
"301-400","Eindhoven University of Technology","10-12",NA,0,0,0,8.8,33.9,17.3,2006,5.4907148,51.4486098
"301-400","Eotvos Lorand University","1-2",NA,19.1,0,0,12.4,25.2,14.2,2006,19.0585445,47.4905698
"301-400","Federal University of Rio de Janeiro","2-3",NA,0,0,0,8.9,37.9,17.8,2006,-43.1753638,-22.9541412
"301-400","Fudan University","6-7",NA,0,0,0,9,42,15.1,2006,121.5014465,31.2985307
"301-400","Henri Poincare University (Nancy 1)","13-17",NA,14.8,18.9,0,2.9,24.7,15,2006,6.1938268,48.6841981
"301-400","Indian Institute of Science","1",NA,0,0,10.9,8.4,33.1,16.3,2006,77.5671423,13.0218597
"301-400","Indiana University-Purdue University at Indianapolis","119-140",NA,0,0,0,7.4,39.1,12.1,2006,-86.176177,39.774162
"301-400","Industrial Physics and Chemistry Higher Educational Institution - Paris","13-17",NA,10.5,18.9,0,9,16.3,12.6,2006,2.3472064,48.8414272
"301-400","Jagiellonian University","1-2",NA,13.5,0,7.7,4.5,32.4,15.9,2006,19.9341074,50.0609623
"301-400","Kanazawa University","13-20",NA,0,0,10.9,5.7,29.2,17.7,2006,136.7087378,36.5459854
"301-400","Kansas State University","119-140",NA,0,0,13.3,11.7,30.5,15.8,2006,-96.5847249,39.1974437
"301-400","Korea University","4-6",NA,0,0,0,1.5,42.6,16.6,2006,127.035859,37.590401
"301-400","La Trobe University","10-11",NA,0,0,7.7,9.4,24.7,17.1,2006,145.0483946,-37.7207268
"301-400","Linkoping University","10-11",NA,0,0,7.7,3.9,32.6,12.8,2006,15.5760072,58.3978364
"301-400","Medical College of Wisconsin","119-140",NA,0,0,7.7,7.7,29.4,14.3,2006,-88.020103,43.043967
"301-400","Medical University of South Carolina","119-140",NA,0,0,15.4,5.5,31.6,16.2,2006,-79.9514049,32.7870748
"301-400","Nanjing University","6-7",NA,0,0,0,7.1,46.6,17.9,2006,118.7809448,32.0569463
"301-400","Nanyang Technological University","2",NA,0,0,0,0,45,20.5,2006,-120.554501,34.865784
"301-400","National and Kapodistrian University of Athens","1-2",NA,0,0,7.7,4.8,40.9,19.1,2006,23.7786871,37.968196
"301-400","National Cheng Kung University","2-3",NA,0,0,0,2.2,41.2,16.3,2006,120.2180947,22.9996873
"301-400","National Tsing Hua University","2-3",NA,16,0,0,4.4,33.4,20.3,2006,120.99678,24.797079
"301-400","Nihon University","13-20",NA,0,0,7.7,4.9,30.5,14.5,2006,139.7636583,35.6975498
"301-400","Niigata University","13-20",NA,0,0,13.3,6.8,30.5,18.2,2006,138.942539,37.86701
"301-400","Okayama University","13-20",NA,0,0,7.7,9,36.9,18.8,2006,133.9222225,34.6873868
"301-400","Pohang University of Science and Technology","4-6",NA,0,0,7.7,10,28.8,28.2,2006,129.3434808,36.0190178
"301-400","Polytechnic Institute of Milan","8-14",NA,10.5,15.5,0,6.7,27.8,13.7,2006,9.2272764,45.4781071
"301-400","Polytechnic University of Valencia","4-5",NA,0,0,7.7,8.5,28.1,13.8,2006,-0.341067,39.481059
"301-400","Royal Holloway, U. of London","34-37",NA,0,0,7.7,11.8,20.9,20.7,2006,-0.5630625,51.425673
"301-400","Saint Louis University","119-140",NA,0,12.6,7.7,1.5,26.6,16.6,2006,-90.2373647,38.6354092
"301-400","Saint Petersburg State University","2",NA,23.4,0,0,6,31.1,16.3,2006,30.2989198,59.941894
"301-400","San Diego State University","119-140",NA,0,0,13.3,8.8,24.6,12,2006,-117.0718893,32.7757217
"301-400","Scuola Normale Superiore - Pisa","8-14",NA,0,0,7.7,7.3,17.3,39.8,2006,10.4003296,43.7196006
"301-400","Simon Fraser University","17-19",NA,0,0,10.9,12.1,30.3,15.7,2006,-122.9198833,49.2780937
"301-400","State University of Campinas","2-3",NA,0,0,7.7,4.1,41,19.1,2006,-47.0647206,-22.8184393
"301-400","State University of New York Health Science Center at Brooklyn","119-140",NA,0,15.5,10.9,5.6,16.3,11.7,2006,-73.9456509,40.655331
"301-400","Stockholm School of Economics","10-11",NA,0,16.7,0,NA,10.8,29.4,2006,18.0567905,59.3416182
"301-400","Sungkyunkwan University","4-6",NA,0,0,0,7.9,40.5,15.7,2006,126.993606,37.588227
"301-400","Technical University of Braunschweig","23-36",NA,16,0,7.7,6.7,23.3,12.7,2006,10.5297138,52.2734978
"301-400","Temple University","119-140",NA,0,0,15.4,1.5,29.6,12.7,2006,-75.1575243,39.9803336
"301-400","Texas Tech University","119-140",NA,0,0,10.9,9.3,29.6,14,2006,-101.8782822,33.5842591
"301-400","The Hong Kong Polytechnic University","4-5",NA,0,0,7.7,1.5,38.4,18.5,2006,114.1795242,22.3064878
"301-400","The Open University","34-37",NA,0,0,13.3,16.6,23.5,19.3,2006,-0.7104769,52.0250914
"301-400","The University of Montana - Missoula","119-140",NA,8.6,0,10.9,15.8,18,16.9,2006,-113.9852081,46.8600672
"301-400","The University of Texas at Dallas","119-140",NA,0,0,10.9,8.5,23.1,18.1,2006,-96.7500993,32.9857619
"301-400","Tokyo Medical and Dental University","13-20",NA,0,0,7.7,7.2,27.2,23.8,2006,139.764451,35.7012897
"301-400","Tulane University","119-140",NA,0,0,15.4,11,30.4,14.7,2006,-90.3302509,38.6628918
"301-400","University College Dublin","2",NA,0,0,7.7,9.1,30,14.7,2006,-6.2168851,53.305257
"301-400","University of Arkansas at Fayetteville","119-140",NA,0,0,7.7,10.5,25.7,13.6,2006,-94.1736551,36.0678324
"301-400","University of Bayreuth","23-36",NA,0,0,7.7,13.9,24.4,13.3,2006,11.585831,49.9288196
"301-400","University of Bergen","3",NA,0,0,0,13.3,34.7,16.9,2006,-74.1913563,40.7424432
"301-400","University of Bielefeld","23-36",NA,0,0,15.4,12.6,24.4,14.3,2006,8.4963449,52.0354177
"301-400","University of Bordeaux 1","13-17",NA,8.6,0,13.3,9.5,28.4,15.2,2006,-0.5707764,44.830485
"301-400","University of Central Florida","119-140",NA,0,0,15.4,2.2,28.6,13.1,2006,-81.2000599,28.6024274
"301-400","University of Duesseldorf","23-36",NA,0,0,7.7,8.5,34.2,16.5,2006,6.7936814,51.1924294
"301-400","University of Duisburg-Essen","23-36",NA,0,0,7.7,8.6,31.5,15.3,2006,6.8009529,51.4277477
"301-400","University of Essex","34-37",NA,17.1,0,7.7,7.5,20.1,21.6,2006,-83.0524629,40.0024922
"301-400","University of Exeter","34-37",NA,0,0,0,13.3,26.4,21.7,2006,-117.8296666,33.6508563
"301-400","University of Genova","8-14",NA,0,0,15.4,4.1,34.3,14.3,2006,8.9267336,44.4149149
"301-400","University of Giessen","23-36",NA,0,0,7.7,6.8,33,15.8,2006,8.6771313,50.5804427
"301-400","University of Graz","4-5",NA,12.1,12.6,0,5.6,22.2,12.5,2006,15.4499126,47.0777872
"301-400","University of Greifswald","23-36",NA,0,8.9,7.7,7.1,23.5,12.4,2006,13.3746917,54.0949312
"301-400","University of Jena","23-36",NA,0,0,0,9.1,34,16,2006,11.5898195,50.9295513
"301-400","University of Konstanz","23-36",NA,0,0,10.9,13.4,22.8,13,2006,-112.0125261,33.3752269
"301-400","University of Maastricht","10-12",NA,0,0,7.7,6.9,34.5,19.2,2006,5.6864017,50.8471422
"301-400","University of Naples Federico II","8-14",NA,0,0,7.7,7,43,12.7,2006,14.2578058,40.845492
"301-400","University of Nevada - Reno","119-140",NA,0,0,7.7,14.4,25.2,15.6,2006,-119.8154461,39.5436632
"301-400","University of New Hampshire - Durham","119-140",NA,0,0,15.4,12,23.3,16.5,2006,-70.9370252,43.138948
"301-400","University of Newcastle","10-11",NA,0,0,13.3,7.3,26.6,20.7,2006,151.7041775,-32.8927718
"301-400","University of Oklahoma - Norman","119-140",NA,0,0,7.7,11.9,28.6,12.2,2006,-97.4457137,35.2058936
"301-400","University of Palermo","8-14",NA,0,0,13.3,6.9,26.7,11.4,2006,13.369838,38.11779
"301-400","University of Paris Dauphine (Paris 9)","13-17",NA,0,26.8,7.7,0,12.8,14,2006,2.273451,48.870029
"301-400","University of Pavia","8-14",NA,0,0,7.7,9.5,30.4,15.6,2006,9.1555362,45.1864597
"301-400","University of Perugia","8-14",NA,0,0,7.7,8.5,29.1,14.9,2006,12.3845423,43.1174882
"301-400","University of Regensburg","23-36",NA,0,0,7.7,12.9,32.9,16.5,2006,12.0945473,48.9986882
"301-400","University of Rhode Island","119-140",NA,0,0,18.8,13,19.9,16.1,2006,-71.5308537,41.4860647
"301-400","University of Stuttgart","23-36",NA,17.1,0,7.7,6.8,31.3,16,2006,9.1747024,48.7815352
"301-400","University of Szeged","1-2",NA,0,15.5,7.7,8.5,24.5,14.2,2006,20.1461195,46.2501561
"301-400","University of the Witwatersrand","2",NA,24.2,0,0,8.7,25.7,14.6,2006,28.0305044,-26.1930344
"301-400","University of Twente","10-12",NA,0,0,10.9,12.7,29,17,2006,6.8524128,52.2410326
"301-400","University of Ulm","23-36",NA,0,0,7.7,11.3,33.4,16.4,2006,9.955582,48.4222305
"301-400","University of Valencia","4-5",NA,0,0,7.7,5.9,37.8,17.8,2006,-0.3593863,39.4793254
"301-400","University of Victoria","17-19",NA,0,0,13.3,12.8,29.4,15.8,2006,-117.8567958,33.6304814
"301-400","University of Warsaw","1-2",NA,17.1,0,0,6.4,35.7,17.4,2006,21.0186012,52.2403463
"301-400","Utah State University","119-140",NA,0,0,7.7,13.7,23.9,14.1,2006,-111.8097425,41.745161
"301-400","Vienna University of Technology","4-5",NA,0,0,0,14.6,29.2,14.9,2006,16.3684626,48.1986546
"301-400","Vrije University Brussel","7",NA,17.1,0,0,10.3,27.5,23,2006,4.394886,50.821658
"301-400","Waseda University","13-20",NA,0,0,10.9,9.8,29.1,14.9,2006,139.7208045,35.7092082
"301-400","Yamaguchi University","13-20",NA,0,0,15.4,5.1,23.8,16.1,2006,131.467635,34.147662
"401-500","Aalto University","3-5",NA,0,0,0,9,29.1,13.9,2006,24.827682,60.1866693
"401-500","Autonomous University of Barcelona","6-9",NA,0,0,0,3.9,36.9,16.9,2006,2.1640917,41.3855048
"401-500","Bangor University","38-43",NA,0,0,0,9.8,20.1,23.7,2006,-4.1299874,53.2295205
"401-500","Boston College","141-167",NA,0,0,7.7,7.7,22.5,13.1,2006,-0.0147452,52.9733763
"401-500","Brunel University","38-43",NA,0,0,10.9,0,23.1,23.7,2006,-0.4692108,51.5331581
"401-500","Cairo University","1",NA,25,0,0,0,22.5,13,2006,31.2068151,30.0223946
"401-500","Drexel University","141-167",NA,0,0,0,8.5,29.2,15.5,2006,-90.3312523,38.6677847
"401-500","Ecole Normale Superieure - Lyon","18-21",NA,0,0,7.7,10.3,20.6,11.1,2006,4.8269114,45.7298351
"401-500","Ehime University","21-32",NA,0,0,7.7,8.8,22.3,14.4,2006,132.7715089,33.8502377
"401-500","Flinders University","12-16",NA,0,0,7.7,6.2,21.6,17.9,2006,138.5713281,-35.0244952
"401-500","Gifu University","21-32",NA,0,0,7.7,5.7,26,16.7,2006,136.7365752,35.4662236
"401-500","Gunma University","21-32",NA,0,0,7.7,8.8,24.4,17.9,2006,139.0453271,36.4302815
"401-500","Hannover Medical School","37-40",NA,0,0,0,8.8,28.7,13.7,2006,9.8059574,52.3840493
"401-500","Hanyang University","7-9",NA,0,0,0,2.2,37.7,16,2006,127.0453219,37.5572321
"401-500","Howard University","141-167",NA,14.8,0,7.7,7.9,17.6,9.3,2006,-77.0194377,38.9226843
"401-500","Indian Institute of Technology Kharagpur","2",NA,0,0,10.9,4.9,25.4,12.8,2006,87.3105311,22.3149274
"401-500","International School for Advanced Studies","15-23",NA,0,0,0,11.1,18,40.9,2006,13.7739595,45.6802986
"401-500","James Cook University","12-16",NA,0,0,0,13.6,20.7,19.5,2006,146.7580624,-19.3275726
